Pcp_File_Version=4
    3
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -6.000000e+000  8.000000e+000  8.000000e+000
    3 -1.000000e+002  8.000000e+001  1.000000e+000
   81    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1   0.000000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
    2  -4.270000e-002  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
    3  -9.550000e-002  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
    4  -1.580000e-001  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
    5  -2.310000e-001  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
    6  -3.140000e-001  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
    7  -4.070000e-001  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
    8  -5.100000e-001  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
    9  -6.230000e-001  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   10  -7.460000e-001  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   11  -8.800000e-001  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   12  -1.020000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   13  -1.180000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   14  -1.340000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   15  -1.510000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   16  -1.700000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   17  -1.890000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   18  -2.090000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   19  -2.310000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   20  -2.530000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   21  -2.760000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   22  -3.010000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   23  -3.260000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   24  -3.530000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   25  -3.800000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   26  -4.080000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   27  -4.380000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   28  -4.680000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   29  -5.000000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   30  -5.320000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   31  -5.660000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   32  -6.000000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   33  -6.350000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   34  -6.770000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   35  -7.250000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
   36  -7.790000e+000  -1.910205e+002   1   1   0.000000e+000   1.000000e+000   1.000000e+000   1.000000e+000
